#src_id	dest_id	edge_type	number_common_taxa	percent_common_taxa
3	44	3	2	0
3	45	3	7	0
3	47	3	2	0
3	48	3	7	0
3	49	3	2	0
3	50	3	3	0
3	51	3	6	0
3	52	3	3	0
3	53	3	3	0
3	54	3	3	0
3	55	3	5	0
3	56	3	4	0
3	57	3	2	0
3	58	3	6	0
3	59	3	6	0
3	60	3	1	0
3	61	3	1	0
3	62	3	2	0
3	64	3	6	0
3	65	3	8	0
3	66	3	1	0
3	67	3	5	0
3	68	3	1	0
3	69	3	4	0
3	70	3	5	0
3	72	3	5	0
3	73	3	3	0
3	74	3	4	0
3	76	3	2	0
3	78	3	3	0
3	79	3	1	0
3	80	3	5	0
3	83	3	1	0
3	84	3	3	0
3	85	3	6	0
3	86	3	8	0
3	87	3	1	0
3	88	3	3	0
3	89	3	1	0
3	92	3	7	0
3	93	3	2	0
3	94	3	2	0
3	95	3	2	0
3	96	3	2	0
3	97	3	3	0
3	98	3	3	0
3	99	3	5	0
3	100	3	3	0
3	102	3	6	0
3	103	3	1	0
3	105	3	4	0
3	106	3	1	0
3	107	3	2	0
3	108	3	5	0
3	109	3	2	0
3	111	3	8	0
3	112	3	1	0
3	113	3	4	0
3	114	3	5	0
3	115	3	1	0
3	116	3	8	0
3	117	3	3	0
3	118	3	6	0
3	119	3	6	0
3	120	3	3	0
3	121	3	6	0
3	122	3	3	0
3	123	3	6	0
3	124	3	3	0
3	125	3	5	0
3	126	3	2	0
3	127	3	7	0
3	128	3	6	0
3	129	3	3	0
3	130	3	6	0
3	131	3	3	0
3	133	3	8	0
3	136	3	5	0
3	137	3	4	0
3	138	3	4	0
3	139	3	5	0
3	140	3	6	0
3	141	3	3	0
3	142	3	7	0
3	143	3	2	0
3	144	3	3	0
3	145	3	6	0
3	146	3	2	0
3	148	3	4	0
3	151	3	6	0
3	152	3	3	0
3	155	3	7	0
3	156	3	2	0
3	157	3	3	0
3	159	3	2	0
3	160	3	2	0
3	161	3	6	0
3	163	3	5	0
3	164	3	3	0
3	165	3	6	0
3	166	3	5	0
3	167	3	4	0
3	168	3	5	0
3	169	3	5	0
3	170	3	4	0
3	171	3	6	0
3	172	3	3	0
3	173	3	3	0
3	174	3	3	0
3	175	3	3	0
3	176	3	7	0
3	177	3	2	0
3	178	3	3	0
3	179	3	6	0
3	180	3	2	0
3	181	3	7	0
3	182	3	5	0
3	183	3	4	0
3	186	3	3	0
3	187	3	6	0
3	188	3	8	0
3	189	3	1	0
3	190	3	3	0
3	191	3	5	0
3	192	3	7	0
3	193	3	2	0
3	194	3	8	0
3	195	3	1	0
3	196	3	5	0
3	197	3	4	0
3	198	3	6	0
3	199	3	3	0
3	200	3	5	0
3	201	3	4	0
3	202	3	4	0
3	203	3	5	0
3	204	3	1	0
3	205	3	7	0
3	206	3	1	0
3	207	3	1	0
3	208	3	8	0
3	209	3	7	0
3	210	3	2	0
3	211	3	7	0
3	213	3	3	0
3	214	3	6	0
3	217	3	3	0
3	218	3	6	0
3	221	3	5	0
3	222	3	4	0
3	225	3	5	0
3	226	3	4	0
3	227	3	7	0
3	228	3	2	0
4	8	3	1	0
4	9	3	6	0
4	10	3	6	0
4	12	3	1	0
4	13	3	5	0
4	14	3	2	0
4	18	3	6	0
4	19	3	1	0
4	26	3	2	0
4	27	3	5	0
4	28	3	5	0
4	29	3	2	0
4	31	3	6	0
4	32	3	1	0
4	33	3	5	0
4	34	3	2	0
4	35	3	3	0
4	36	3	4	0
4	37	3	2	0
4	38	3	4	0
4	40	3	1	0
4	41	3	6	0
4	42	3	6	0
4	43	3	1	0
4	45	3	4	0
4	46	3	3	0
4	48	3	4	0
4	49	3	3	0
4	50	3	6	0
4	51	3	1	0
4	52	3	4	0
4	53	3	3	0
4	55	3	6	0
4	56	3	1	0
4	57	3	2	0
4	60	3	1	0
4	61	3	1	0
4	62	3	1	0
4	64	3	5	0
4	65	3	6	0
4	66	3	1	0
4	67	3	5	0
4	72	3	5	0
4	73	3	1	0
4	74	3	6	0
4	76	3	1	0
4	78	3	1	0
4	80	3	4	0
4	83	3	2	0
4	84	3	2	0
4	85	3	5	0
4	86	3	6	0
4	87	3	1	0
4	88	3	1	0
4	92	3	5	0
4	93	3	2	0
4	94	3	2	0
4	95	3	1	0
4	96	3	2	0
4	97	3	2	0
4	99	3	5	0
4	105	3	4	0
4	106	3	1	0
4	107	3	2	0
4	108	3	3	0
4	110	3	2	0
4	111	3	6	0
4	112	3	1	0
4	113	3	4	0
4	114	3	3	0
4	115	3	2	0
4	116	3	5	0
4	117	3	5	0
4	118	3	2	0
4	119	3	6	0
4	120	3	1	0
4	121	3	3	0
4	122	3	4	0
4	123	3	4	0
4	124	3	3	0
4	125	3	1	0
4	126	3	2	0
4	127	3	5	0
4	128	3	3	0
4	129	3	4	0
4	130	3	3	0
4	131	3	4	0
4	136	3	5	0
4	137	3	2	0
4	138	3	1	0
4	139	3	6	0
4	140	3	2	0
4	141	3	5	0
4	144	3	4	0
4	145	3	3	0
4	146	3	2	0
4	148	3	4	0
4	149	3	6	0
4	151	3	2	0
4	152	3	5	0
4	153	3	6	0
4	157	3	1	0
4	159	3	4	0
4	160	3	3	0
4	161	3	4	0
4	163	3	5	0
4	164	3	1	0
4	165	3	6	0
4	166	3	3	0
4	167	3	4	0
4	168	3	2	0
4	169	3	3	0
4	170	3	4	0
4	171	3	3	0
4	172	3	4	0
4	173	3	4	0
4	174	3	3	0
4	178	3	5	0
4	179	3	2	0
4	180	3	4	0
4	181	3	3	0
4	182	3	3	0
4	183	3	6	0
4	184	3	4	0
4	185	3	3	0
4	186	3	3	0
4	187	3	4	0
4	188	3	2	0
4	189	3	5	0
4	190	3	6	0
4	191	3	1	0
4	192	3	4	0
4	193	3	3	0
4	194	3	4	0
4	195	3	3	0
4	196	3	3	0
4	197	3	4	0
4	198	3	6	0
4	199	3	1	0
4	200	3	6	0
4	201	3	1	0
4	202	3	3	0
4	203	3	4	0
4	204	3	1	0
4	205	3	4	0
4	206	3	2	0
4	207	3	2	0
4	208	3	5	0
4	209	3	2	0
4	210	3	5	0
4	213	3	5	0
4	214	3	2	0
4	215	3	5	0
4	216	3	2	0
4	217	3	4	0
4	218	3	3	0
4	219	3	5	0
4	220	3	2	0
4	221	3	4	0
4	222	3	3	0
4	223	3	5	0
4	225	3	6	0
4	226	3	1	0
4	227	3	3	0
4	228	3	4	0
5	6	3	4	0
5	7	3	1	0
5	8	3	2	0
5	9	3	3	0
5	10	3	2	0
5	11	3	2	0
5	12	3	1	0
5	13	3	1	0
5	14	3	3	0
5	18	3	2	0
5	19	3	3	0
5	20	3	4	0
5	21	3	1	0
5	22	3	4	0
5	23	3	1	0
5	26	3	3	0
5	27	3	2	0
5	28	3	3	0
5	29	3	2	0
5	33	3	4	0
5	34	3	1	0
5	35	3	1	0
5	36	3	4	0
5	37	3	2	0
5	38	3	3	0
5	40	3	3	0
5	41	3	2	0
5	42	3	4	0
5	44	3	1	0
5	45	3	2	0
5	46	3	2	0
5	47	3	1	0
5	48	3	4	0
5	49	3	1	0
5	50	3	1	0
5	51	3	4	0
5	53	3	4	0
5	54	3	1	0
5	55	3	3	0
5	56	3	2	0
5	58	3	4	0
5	59	3	4	0
5	64	3	3	0
5	67	3	2	0
5	68	3	1	0
5	69	3	4	0
5	70	3	1	0
5	72	3	2	0
5	73	3	3	0
5	74	3	3	0
5	76	3	1	0
5	79	3	1	0
5	80	3	4	0
5	83	3	1	0
5	88	3	1	0
5	89	3	1	0
5	94	3	1	0
5	97	3	2	0
5	98	3	2	0
5	99	3	2	0
5	100	3	1	0
5	102	3	3	0
5	103	3	2	0
5	105	3	2	0
5	107	3	1	0
5	108	3	1	0
5	109	3	1	0
5	110	3	2	0
5	113	3	1	0
5	114	3	4	0
5	115	3	1	0
5	116	3	4	0
5	117	3	4	0
5	118	3	1	0
5	119	3	4	0
5	120	3	1	0
5	121	3	3	0
5	122	3	2	0
5	123	3	3	0
5	124	3	2	0
5	125	3	1	0
5	128	3	3	0
5	129	3	2	0
5	130	3	3	0
5	131	3	1	0
5	136	3	2	0
5	137	3	3	0
5	138	3	1	0
5	139	3	4	0
5	140	3	3	0
5	141	3	2	0
5	142	3	4	0
5	143	3	1	0
5	144	3	2	0
5	145	3	3	0
5	146	3	2	0
5	148	3	2	0
5	151	3	3	0
5	152	3	2	0
5	155	3	3	0
5	156	3	2	0
5	157	3	2	0
5	159	3	2	0
5	163	3	3	0
5	166	3	2	0
5	167	3	3	0
5	168	3	1	0
5	169	3	3	0
5	170	3	2	0
5	171	3	3	0
5	172	3	2	0
5	173	3	3	0
5	174	3	1	0
5	175	3	1	0
5	176	3	4	0
5	177	3	1	0
5	178	3	3	0
5	179	3	2	0
5	180	3	1	0
5	181	3	4	0
5	182	3	3	0
5	184	3	4	0
5	185	3	1	0
5	186	3	1	0
5	187	3	4	0
5	188	3	2	0
5	189	3	3	0
5	190	3	4	0
5	191	3	1	0
5	192	3	2	0
5	193	3	3	0
5	194	3	3	0
5	195	3	2	0
5	196	3	4	0
5	197	3	1	0
5	198	3	4	0
5	199	3	1	0
5	200	3	3	0
5	201	3	2	0
5	205	3	4	0
5	206	3	1	0
5	207	3	2	0
5	208	3	3	0
5	209	3	2	0
5	210	3	3	0
5	213	3	3	0
5	214	3	2	0
5	215	3	2	0
5	216	3	3	0
5	217	3	1	0
5	218	3	4	0
5	219	3	4	0
5	220	3	1	0
5	225	3	2	0
5	226	3	3	0
5	227	3	3	0
5	228	3	2	0
6	8	3	8	0
6	9	3	11	0
6	12	3	2	0
6	14	3	7	0
6	17	3	17	0
6	19	3	7	0
6	20	3	17	0
6	23	3	2	0
6	24	3	17	0
6	25	3	2	0
6	27	3	12	0
6	29	3	4	0
6	31	3	15	0
6	33	3	13	0
6	35	3	7	0
6	36	3	12	0
6	37	3	9	0
6	40	3	7	0
6	41	3	12	0
6	44	3	1	0
6	47	3	1	0
6	48	3	14	0
6	49	3	5	0
6	51	3	9	0
6	54	3	2	0
6	56	3	5	0
6	64	3	12	0
6	65	3	17	0
6	67	3	11	0
6	69	3	14	0
6	70	3	5	0
6	73	3	5	0
6	75	3	2	0
6	80	3	11	0
6	85	3	14	0
6	86	3	17	0
6	89	3	1	0
6	92	3	15	0
6	98	3	4	0
6	99	3	11	0
6	103	3	2	0
6	104	3	1	0
6	105	3	9	0
6	109	3	1	0
6	111	3	17	0
6	114	3	10	0
6	116	3	15	0
6	117	3	11	0
6	118	3	8	0
6	119	3	14	0
6	121	3	11	0
6	122	3	8	0
6	123	3	12	0
6	124	3	7	0
6	125	3	6	0
6	127	3	15	0
6	128	3	11	0
6	129	3	8	0
6	130	3	11	0
6	133	3	18	0
6	136	3	11	0
6	137	3	8	0
6	139	3	13	0
6	140	3	10	0
6	141	3	9	0
6	142	3	17	0
6	143	3	2	0
6	145	3	10	0
6	149	3	18	0
6	151	3	9	0
6	153	3	18	0
6	155	3	16	0
6	156	3	3	0
6	161	3	13	0
6	163	3	11	0
6	165	3	15	0
6	166	3	9	0
6	167	3	10	0
6	168	3	6	0
6	169	3	9	0
6	172	3	7	0
6	175	3	2	0
6	177	3	1	0
6	178	3	10	0
6	179	3	9	0
6	181	3	12	0
6	182	3	10	0
6	183	3	14	0
6	184	3	15	0
6	187	3	12	0
6	188	3	10	0
6	191	3	5	0
6	193	3	6	0
6	194	3	14	0
6	195	3	5	0
6	196	3	10	0
6	198	3	15	0
6	199	3	4	0
6	200	3	13	0
6	201	3	6	0
6	203	3	12	0
6	205	3	13	0
6	208	3	14	0
6	209	3	9	0
6	211	3	17	0
6	213	3	10	0
6	214	3	9	0
6	215	3	15	0
6	216	3	4	0
6	218	3	11	0
6	219	3	16	0
6	221	3	12	0
6	223	3	17	0
6	226	3	6	0
6	227	3	11	0
7	8	3	1	0
7	9	3	1	0
7	14	3	1	0
7	24	3	1	0
7	25	3	1	0
7	35	3	1	0
7	36	3	1	0
7	40	3	1	0
7	41	3	1	0
7	48	3	1	0
7	49	3	1	0
7	67	3	1	0
7	69	3	1	0
7	70	3	1	0
7	75	3	1	0
7	89	3	1	0
7	98	3	1	0
7	99	3	1	0
7	103	3	1	0
7	104	3	1	0
7	105	3	1	0
7	117	3	1	0
7	118	3	1	0
7	121	3	1	0
7	122	3	1	0
7	123	3	1	0
7	124	3	1	0
7	125	3	1	0
7	128	3	1	0
7	129	3	1	0
7	130	3	1	0
7	136	3	1	0
7	137	3	1	0
7	140	3	1	0
7	141	3	1	0
7	142	3	1	0
7	143	3	1	0
7	155	3	1	0
7	156	3	1	0
7	166	3	1	0
7	167	3	1	0
7	178	3	1	0
7	179	3	1	0
7	182	3	1	0
7	183	3	1	0
7	194	3	1	0
7	195	3	1	0
7	198	3	1	0
7	199	3	1	0
7	200	3	1	0
7	201	3	1	0
7	213	3	1	0
7	214	3	1	0
7	215	3	1	0
7	216	3	1	0
8	10	3	5	0
8	11	3	2	0
8	12	3	2	0
8	13	3	6	0
8	14	3	2	0
8	16	3	1	0
8	17	3	8	0
8	18	3	4	0
8	19	3	5	0
8	20	3	7	0
8	22	3	6	0
8	23	3	3	0
8	24	3	7	0
8	25	3	2	0
8	26	3	1	0
8	27	3	8	0
8	28	3	7	0
8	29	3	1	0
8	31	3	8	0
8	32	3	1	0
8	33	3	6	0
8	34	3	3	0
8	35	3	4	0
8	36	3	5	0
8	37	3	8	0
8	38	3	1	0
8	40	3	5	0
8	41	3	4	0
8	42	3	4	0
8	43	3	3	0
8	44	3	2	0
8	45	3	6	0
8	46	3	1	0
8	47	3	2	0
8	48	3	5	0
8	49	3	4	0
8	50	3	2	0
8	51	3	7	0
8	52	3	2	0
8	53	3	4	0
8	54	3	3	0
8	55	3	5	0
8	56	3	4	0
8	57	3	3	0
8	58	3	6	0
8	59	3	6	0
8	62	3	1	0
8	63	3	1	0
8	64	3	6	0
8	67	3	4	0
8	68	3	1	0
8	69	3	4	0
8	70	3	5	0
8	72	3	6	0
8	73	3	2	0
8	74	3	5	0
8	75	3	2	0
8	76	3	1	0
8	78	3	3	0
8	80	3	4	0
8	82	3	2	0
8	83	3	2	0
8	84	3	3	0
8	85	3	6	0
8	86	3	7	0
8	88	3	2	0
8	92	3	7	0
8	93	3	2	0
8	94	3	3	0
8	95	3	1	0
8	97	3	4	0
8	98	3	1	0
8	99	3	5	0
8	100	3	2	0
8	102	3	7	0
8	103	3	2	0
8	105	3	4	0
8	107	3	2	0
8	108	3	4	0
8	109	3	2	0
8	110	3	1	0
8	111	3	8	0
8	112	3	1	0
8	113	3	6	0
8	114	3	3	0
8	115	3	3	0
8	116	3	6	0
8	117	3	3	0
8	118	3	6	0
8	119	3	6	0
8	120	3	3	0
8	121	3	6	0
8	122	3	3	0
8	123	3	5	0
8	124	3	4	0
8	125	3	6	0
8	126	3	2	0
8	127	3	7	0
8	128	3	8	0
8	129	3	1	0
8	130	3	6	0
8	131	3	2	0
8	133	3	8	0
8	136	3	3	0
8	137	3	6	0
8	138	3	5	0
8	139	3	4	0
8	140	3	4	0
8	141	3	5	0
8	142	3	6	0
8	144	3	4	0
8	145	3	5	0
8	146	3	3	0
8	148	3	4	0
8	151	3	7	0
8	152	3	2	0
8	155	3	7	0
8	156	3	2	0
8	157	3	3	0
8	159	3	3	0
8	160	3	2	0
8	161	3	6	0
8	163	3	4	0
8	164	3	3	0
8	165	3	6	0
8	166	3	5	0
8	167	3	4	0
8	168	3	6	0
8	169	3	7	0
8	170	3	2	0
8	171	3	6	0
8	172	3	3	0
8	173	3	2	0
8	174	3	4	0
8	175	3	3	0
8	176	3	7	0
8	177	3	2	0
8	178	3	5	0
8	179	3	4	0
8	180	3	3	0
8	181	3	6	0
8	182	3	3	0
8	183	3	7	0
8	186	3	2	0
8	187	3	7	0
8	190	3	3	0
8	191	3	5	0
8	192	3	7	0
8	193	3	2	0
8	194	3	7	0
8	195	3	2	0
8	196	3	5	0
8	197	3	4	0
8	198	3	6	0
8	199	3	3	0
8	200	3	6	0
8	201	3	3	0
8	202	3	3	0
8	203	3	6	0
8	205	3	6	0
8	206	3	1	0
8	207	3	3	0
8	208	3	6	0
8	209	3	6	0
8	210	3	3	0
8	211	3	7	0
8	213	3	4	0
8	214	3	5	0
8	215	3	7	0
8	216	3	2	0
8	217	3	3	0
8	218	3	6	0
8	221	3	6	0
8	222	3	3	0
8	225	3	5	0
8	226	3	4	0
8	227	3	7	0
8	228	3	2	0
9	10	3	8	0
9	11	3	2	0
9	12	3	2	0
9	13	3	6	0
9	14	3	6	0
9	16	3	1	0
9	17	3	11	0
9	18	3	8	0
9	19	3	4	0
9	22	3	11	0
9	23	3	1	0
9	24	3	11	0
9	25	3	1	0
9	26	3	6	0
9	27	3	6	0
9	28	3	7	0
9	29	3	5	0
9	31	3	9	0
9	32	3	3	0
9	33	3	9	0
9	34	3	3	0
9	35	3	4	0
9	36	3	8	0
9	37	3	3	0
9	38	3	8	0
9	40	3	3	0
9	41	3	9	0
9	42	3	10	0
9	43	3	1	0
9	44	3	1	0
9	45	3	7	0
9	46	3	4	0
9	47	3	1	0
9	48	3	10	0
9	49	3	2	0
9	50	3	8	0
9	51	3	4	0
9	52	3	5	0
9	53	3	6	0
9	54	3	1	0
9	55	3	9	0
9	56	3	3	0
9	57	3	1	0
9	58	3	11	0
9	59	3	11	0
9	62	3	2	0
9	63	3	2	0
9	64	3	8	0
9	65	3	10	0
9	67	3	8	0
9	68	3	1	0
9	69	3	11	0
9	70	3	1	0
9	72	3	6	0
9	73	3	5	0
9	74	3	8	0
9	75	3	1	0
9	76	3	3	0
9	78	3	1	0
9	80	3	9	0
9	82	3	1	0
9	83	3	2	0
9	84	3	2	0
9	85	3	10	0
9	88	3	3	0
9	92	3	10	0
9	93	3	2	0
9	94	3	2	0
9	95	3	2	0
9	97	3	3	0
9	98	3	4	0
9	99	3	7	0
9	100	3	2	0
9	102	3	9	0
9	103	3	1	0
9	105	3	6	0
9	107	3	3	0
9	108	3	5	0
9	109	3	1	0
9	110	3	3	0
9	111	3	11	0
9	112	3	1	0
9	113	3	3	0
9	114	3	9	0
9	115	3	1	0
9	116	3	11	0
9	117	3	9	0
9	118	3	3	0
9	119	3	10	0
9	120	3	2	0
9	121	3	6	0
9	122	3	6	0
9	123	3	8	0
9	124	3	4	0
9	125	3	1	0
9	126	3	2	0
9	127	3	10	0
9	128	3	4	0
9	129	3	8	0
9	130	3	6	0
9	131	3	6	0
9	136	3	9	0
9	137	3	3	0
9	138	3	1	0
9	139	3	11	0
9	140	3	7	0
9	141	3	5	0
9	144	3	5	0
9	145	3	7	0
9	146	3	3	0
9	148	3	6	0
9	149	3	11	0
9	151	3	4	0
9	152	3	8	0
9	153	3	11	0
9	155	3	10	0
